,ID,Name,District,Upazila,Eiin,Mobile,Management,Mpo,Post Office,Address,Is Approve,Is Active, 
 ,3295,KHANABARI HIGH SCHOOL,Rangpur,Badargonj,127195,1734234139,PRIVATE,Yes,BURIRPUKURHAT,"KHANABARI , DONGAPARA",,Yes,"View
     
     
         Edit"
 ,3296,MOYNA QURY HIGH SCHOOL,Rangpur,Badargonj,127196,1729612960,PRIVATE,Yes,AULYAGONJ,SHIBPUR,,Yes,"View
     
     
         Edit"
 ,3297,ROSTOMABAD HIGH SCHOOL,Rangpur,Badargonj,127197,1725229610,PRIVATE,Yes,NATARAM,ROSTOMABAD,,Yes,"View
     
     
         Edit"
 ,3298,KHIAR PARA HIGH SCHOOL,Rangpur,Badargonj,127198,1724085855,PRIVATE,Yes,RAHMATPUR MADRASHA,KISMAT GHATA BIL,,Yes,"View
     
     
         Edit"
 ,3299,KUTUBPUR NAGERHAT JR. GIRLS SCHOOL,Rangpur,Badargonj,127199,1309127199,PRIVATE,No,KUTUBPUR,KUTUBPUR NAGERHAT,,Yes,"View
     
     
         Edit"
 ,3300,AMIR MONDLER PARA MODEL JUNIOR HIGH SCOOL,Rangpur,Badargonj,127200,1309127200,PRIVATE,No,Badargonj,AMIR MONDLER PARA,,Yes,"View
     
     
         Edit"
 ,3301,MOWAGACH JUNIOR SECONDARY GIRLS SCHOOL,Rangpur,Badargonj,127201,1719547307,PRIVATE,Yes,BURIRPUKURHAT,MOWAGACH,,Yes,"View
     
     
         Edit"
 ,3302,BATASON JUNIOR HIGH SCHOOL,Rangpur,Badargonj,127202,1820513641,PRIVATE,No,MATARHAT,BATASON,,Yes,"View
     
     
         Edit"
 ,3303,JAMUBARI DANGAPARA JUNIOR HIGH SCHOOL,Rangpur,Badargonj,127203,1718057340,PRIVATE,No,Badargonj,JAMUBARI DANGAPARA,,Yes,"View
     
     
         Edit"
 ,3304,NAYAPARA ADARSHO JUNIOR HIGH SCHOOL,Rangpur,Badargonj,127204,1724086696,PRIVATE,No,KALUPARA,NAYAPARA,,Yes,"View
     
     
         Edit"
 ,3305,GOPAL PUR JURIOR HIGH SCHOOL,Rangpur,Badargonj,127205,1309127205,PRIVATE,Yes,SHAMPUR,GOPALPUR,,Yes,"View
     
     
         Edit"
 ,3306,BADARGONJ MODEL M.L. HIGH SCHOOL,Rangpur,Badargonj,127239,1715139028,PRIVATE,Yes,Badargonj,"S. R. PARA, Badargonj, RANGPUR",,Yes,"View
     
     
         Edit"
 ,3307,IDEAL PUBLIC SCHOOL,Rangpur,Mitha Pukur,127511,1761679644,PRIVATE,No,MITHAPUKUR,14 NO DURGAPUR,,Yes,"View
     
     
         Edit"
 ,3308,MURAD DARPA NARAYAN PUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127512,1714926385,PRIVATE,No,KAFIKHAL,MURAD DARPA NARAYAN PUR,,Yes,"View
     
     
         Edit"
 ,3309,BAIRATI  GIRLS HIGH  SCHOOL,Rangpur,Mitha Pukur,127514,1725231105,PRIVATE,No,BAIRATI HAT,HAYBATPUR,,Yes,"View
     
     
         Edit"
 ,3310,MITHAPUKUR MODEL GOVT. HIGH SCHOOL,Rangpur,Mitha Pukur,127515,1309127515,PUBLIC,Yes,MITHAPUKUR,14 NO DURGAPUR,,Yes,"View
     
     
         Edit"
 ,3311,SHUKURER HAT HIGH SCHOOL,Rangpur,Mitha Pukur,127517,1714523893,PRIVATE,Yes,SHUKURERHAT,GENARPARA,,Yes,"View
     
     
         Edit"
 ,3312,BALUA UCHHA BIDHYALAYA,Rangpur,Mitha Pukur,127518,1723647783,PRIVATE,Yes,BALUA,POLIPARA MASIMPUR,,Yes,"View
     
     
         Edit"
 ,3313,BAIRATI BL HIGH SCHOOL,Rangpur,Mitha Pukur,127519,1739397986,PRIVATE,Yes,BAIRATIHAT,PEAR,,Yes,"View
     
     
         Edit"
 ,3314,NOORPUR GIRL'S HIGH SCHOOL,Rangpur,Mitha Pukur,127520,1728357744,PRIVATE,Yes,RANIPUKUR,NOORPUR,,Yes,"View
     
     
         Edit"
 ,3315,SATHIBARI M.L HIGH SCHOOL,Rangpur,Mitha Pukur,127521,1710722811,PRIVATE,Yes,SATHIBARI,SATHIBARI HORIPUR,,Yes,"View
     
     
         Edit"
 ,3316,HULASHUGANJ BL HIGH SCHOOL,Rangpur,Mitha Pukur,127522,1717452659,PRIVATE,Yes,HULASHUGANJ,RAIPUR,,Yes,"View
     
     
         Edit"
 ,3317,TANKA GIRLS BI LATERAL HIGH SCHOOL,Rangpur,Mitha Pukur,127524,1719823183,PRIVATE,Yes,RANE PUKUR,NERZAL,,Yes,"View
     
     
         Edit"
 ,3318,NATIBPUR B. L .HIGH SCHOOL,Rangpur,Mitha Pukur,127525,1751719409,PRIVATE,Yes,JAIGIRHAT,BATASAN LATIBPUR,,Yes,"View
     
     
         Edit"
 ,3319,KUMARGONJ B/L HIGH SCHOOL,Rangpur,Mitha Pukur,127526,1728617260,PRIVATE,Yes,KAFRIKHAL,MURARIPUR,,Yes,"View
     
     
         Edit"
 ,3320,PAIRABOND B R M GIRL'S HIGH SCHOOL,Rangpur,Mitha Pukur,127527,1780604960,PRIVATE,Yes,BEGUM ROKEYA SMRITI,KHRUDDAMURADPUR,,Yes,"View
     
     
         Edit"
 ,3321,SHAL MARA BL HIGH SCHOOL,Rangpur,Mitha Pukur,127528,1747483258,PRIVATE,Yes,SALMARA BAZAR,SHALMARA LOTIF PUR,,Yes,"View
     
     
         Edit"
 ,3322,GOPALPUR HAMIDIA HIGH SCHOOL,Rangpur,Mitha Pukur,127529,1309127529,PRIVATE,Yes,SALTI GOPALPUR,SHALTI GOPALPUR,,Yes,"View
     
     
         Edit"
 ,3323,BALARHAT HIGH SCHOOL,Rangpur,Mitha Pukur,127530,1309127530,PRIVATE,Yes,BALARHAT,BUZRUK JHALAI,,Yes,"View
     
     
         Edit"
 ,3324,MOYENPUR KADAMTALA BL HIGH SCHOOL,Rangpur,Mitha Pukur,127531,1728617257,PRIVATE,Yes,MAYENPUR KADAMTALA,MOYENPUR KADAMTALA,,Yes,"View
     
     
         Edit"
 ,3325,FAKIRHAT PUBLIC HIGH SCHOOL,Rangpur,Mitha Pukur,127532,1309127532,PRIVATE,Yes,FAKIRHAT,GILAJHUKI,,Yes,"View
     
     
         Edit"
 ,3326,CHHARAN B/L HIGH SCHOOL,Rangpur,Mitha Pukur,127533,1723074106,PRIVATE,Yes,CHHARAN,HASIA CHHARAN,,Yes,"View
     
     
         Edit"
 ,3327,JAMAL PUR FARIDA BEGUM HIGH SCHOOL,Rangpur,Mitha Pukur,127534,1723248831,PRIVATE,Yes,MATHERHAT,MIRZAPUR DIGOR,,Yes,"View
     
     
         Edit"
 ,3328,CHUHAR HIGH SCHOOL,Rangpur,Mitha Pukur,127535,1724085632,PRIVATE,Yes,PAIRABAND,3 NO PAIRABAND,,Yes,"View
     
     
         Edit"
 ,3329,NANKAR BILATERAL HIGH SCHOOL,Rangpur,Mitha Pukur,127536,1753578990,PRIVATE,Yes,NANKAR,TAJUR PARA,,Yes,"View
     
     
         Edit"
 ,3330,NISHCHINTAPUR SAMIUNNESSA GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127537,1731036320,PRIVATE,Yes,JAIGIRHAT,NISHCHINTAPUR,,Yes,"View
     
     
         Edit"
 ,3331,FARIUDPUR  HIGH SCHOOL,Rangpur,Mitha Pukur,127538,1714565836,PRIVATE,Yes,FARIDPUR,FARIUDPUR,,Yes,"View
     
     
         Edit"
 ,3332,EMADPUR BILATERAL HIGH SCHOOL,Rangpur,Mitha Pukur,127539,1726217632,PRIVATE,Yes,FARIDPUR,TETULIA,,Yes,"View
     
     
         Edit"
 ,3333,MOYENPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127540,1732031608,PRIVATE,Yes,KASHIMPUR-HAJIGONJ,MOYENPUR,,Yes,"View
     
     
         Edit"
 ,3334,MIRZAPUR GIRL'S HIGH SCHOOL,Rangpur,Mitha Pukur,127541,1724120983,PRIVATE,Yes,DEULPARA,DEULPARA,,Yes,"View
     
     
         Edit"
 ,3335,PAIKAN HIGH SCHOOL,Rangpur,Mitha Pukur,127542,1726864656,PRIVATE,Yes,BALDIPUKUR,PAIKAN,,Yes,"View
     
     
         Edit"
 ,3336,BHKTIPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127544,1309127544,PRIVATE,Yes,BALDIPUKUR,BHAKTIPUR,,Yes,"View
     
     
         Edit"
 ,3337,RUPASI HIGH SCHOOL,Rangpur,Mitha Pukur,127546,1731989394,PRIVATE,Yes,RANIPUKUR,RUPSHI,,Yes,"View
     
     
         Edit"
 ,3338,RADHA KRISHNOPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127547,1725639358,PRIVATE,Yes,RAHMATPUR,RADHA KRISHNOPUR,,Yes,"View
     
     
         Edit"
 ,3339,BUZRUK MOHODIPUR GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127548,1715169766,PRIVATE,Yes,KAFRI KHAL,BUZRUK MOHODIPUR,,Yes,"View
     
     
         Edit"
 ,3340,MOULOVI GANJ HIGH SCHOOL,Rangpur,Mitha Pukur,127549,1761660777,PRIVATE,Yes,KHORAGACH,KHORAGACH PASCHIMPARA,,Yes,"View
     
     
         Edit"
 ,3341,SATHIBARI GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127550,1728004684,PRIVATE,Yes,SATHIBARI,SATHIBARI HARIPUR,,Yes,"View
     
     
         Edit"
 ,3342,BUZRUK SONTOSHPUR  ADARSHA  HIGH SCHOOL,Rangpur,Mitha Pukur,127551,1714558442,PRIVATE,Yes,BUZRUK SANTOSHPUR,BUZRUK SHONTOSHPUR,,Yes,"View
     
     
         Edit"
 ,3343,MITHAPUKUR GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127552,1731951528,PRIVATE,Yes,MITHAPUKUR,KASHIPUR,,Yes,"View
     
     
         Edit"
 ,3344,SHAH ABUL KASHEM  HIGH  SCHOOL,Rangpur,Mitha Pukur,127553,1309127553,PRIVATE,Yes,BALDIPUKUR,BALDI PUKUR,,Yes,"View
     
     
         Edit"
 ,3345,JALAL GANJ HIGH SCHOOL,Rangpur,Mitha Pukur,127554,1309127554,PRIVATE,Yes,JALAL GANJ HAT,BUZRUK SHERPUR,,Yes,"View
     
     
         Edit"
 ,3346,GIRAI HIGH SCHOOL,Rangpur,Mitha Pukur,127555,1738236641,PRIVATE,Yes,GIRAI,GIRAI,,Yes,"View
     
     
         Edit"
 ,3347,BUJRUK TAJPUR ABARSHA HIGH SCHOOL,Rangpur,Mitha Pukur,127556,1718972621,PRIVATE,Yes,SHALMARA BAZAR,BUJRUK TAJPUR,,Yes,"View
     
     
         Edit"
 ,3348,THAKUR BARI GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127557,1782939433,PRIVATE,Yes,HULASHUGANJ,THAKURBARI,,Yes,"View
     
     
         Edit"
 ,3349,ROTIA HIGH SCHOOL,Rangpur,Mitha Pukur,127558,1309127558,PRIVATE,Yes,BAIRATI HAT,16 NO MIRJAPUR,,Yes,"View
     
     
         Edit"
 ,3350,AL-FAROOQUE INSTITUTE (HIGH SCHOOL),Rangpur,Mitha Pukur,127559,1712900831,PRIVATE,Yes,SATHIBARI,DULAHAPUR,,Yes,"View
     
     
         Edit"
 ,3351,SAMINA KHATUN GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127560,1715773571,PRIVATE,Yes,BALARHAT,BUZRUK JHALAI,,Yes,"View
     
     
         Edit"
 ,3352,SHALTIRHAT BL.HIGH SCHOOL,Rangpur,Mitha Pukur,127561,1720469601,PRIVATE,Yes,BUJRUK SANTOSPUR,10NO BALUA MASIMPUR,,Yes,"View
     
     
         Edit"
 ,3353,SAHID ZIA SARAN GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127562,1717277843,PRIVATE,Yes,SARAN,SARAN,,Yes,"View
     
     
         Edit"
 ,3354,NANAKAR GIRL'S HIGH SCHOOL,Rangpur,Mitha Pukur,127563,1714605631,PRIVATE,Yes,NANKAR,TAJUR PARA,,Yes,"View
     
     
         Edit"
 ,3355,IMADPUR PASCHIM PARA HIGH SCHOOL,Rangpur,Mitha Pukur,127564,1714551103,PRIVATE,Yes,BAIRATIHAT,IMADPUR POSSHIM PARA,,Yes,"View
     
     
         Edit"
 ,3356,BHAGABATIPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127565,1712387263,PRIVATE,Yes,BAIRATIHAT,BHAGABATIPUR,,Yes,"View
     
     
         Edit"
 ,3357,JARULLAPUR GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127566,1720437910,PRIVATE,Yes,LALPUKUR,JARULLAPUR,,Yes,"View
     
     
         Edit"
 ,3358,MOLONG JUNIOR GIRL'S HIGH SCHOOL,Rangpur,Mitha Pukur,127567,1716472162,PRIVATE,Yes,BADIPUKUR,BALDI PUKUR,,Yes,"View
     
     
         Edit"
 ,3359,BHAGOBATIPUR UTTARPARA HIGH SCHOOL,Rangpur,Mitha Pukur,127568,1751151865,PRIVATE,Yes,BAIRATIHAT,BHAGOBATIPUR,,Yes,"View
     
     
         Edit"
 ,3360,PIRARHAT JUNIOR HIGH SCHOOL,Rangpur,Mitha Pukur,127569,1714723145,PRIVATE,Yes,MAYENPUR KADAMTALA,MAYENPUR,,Yes,"View
     
     
         Edit"
 ,3361,CHADPARA NURANI JR HIGH  SCHOOL,Rangpur,Mitha Pukur,127570,1732154327,PRIVATE,Yes,BUZRUK SANTOSHPUR,CHADPARA,,Yes,"View
     
     
         Edit"
 ,3362,NIDHIRAMPUR JUNIOR GIRLS SCHOOL,Rangpur,Mitha Pukur,127571,1734085729,PRIVATE,Yes,GOPALPUR,NIDHIRAMPUR,,Yes,"View
     
     
         Edit"
 ,3363,JANKIPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127572,1722080007,PRIVATE,Yes,GOLAPPUR,JANKIPUR,,Yes,"View
     
     
         Edit"
 ,3364,PADMAPUKUR HIGH SCHOOL,Rangpur,Mitha Pukur,127573,1725559900,PRIVATE,Yes,FARIDPUR,PADMAPUKUR,,Yes,"View
     
     
         Edit"
 ,3365,BIRAHIMPUR ADARSHA HIGH SCHOOL,Rangpur,Mitha Pukur,127574,1309127574,PRIVATE,Yes,SHALMARA BAZAR,BIRAHIMPUR,,Yes,"View
     
     
         Edit"
 ,3366,SALIPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127575,1710727483,PRIVATE,Yes,PAIRABAND,SALIPUR,,Yes,"View
     
     
         Edit"
 ,3367,JARULLAPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127576,1755342527,PRIVATE,Yes,LALPUKUR,JARULLAPUR,,Yes,"View
     
     
         Edit"
 ,3368,MIARHAT IDEAL JUNIOR HIGH SCHOOL,Rangpur,Mitha Pukur,127577,1713114199,PRIVATE,Yes,KAFRIKHAL,BOJROK MAHADYPUR,,Yes,"View
     
     
         Edit"
 ,3369,KESHOBPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127578,1737169888,PRIVATE,Yes,CHHARAN,KESHOBPUR,,Yes,"View
     
     
         Edit"
 ,3370,ADARHAT ADARSHA HIGH SCHOOL,Rangpur,Mitha Pukur,127579,1716507454,PRIVATE,Yes,ADARHAT,17 NO EMADPUR,,Yes,"View
     
     
         Edit"
 ,3371,SATANI RAGHABANDROPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127580,1719515669,PRIVATE,Yes,GOPALPUR,SATANI RAGHOBENDROPUR,,Yes,"View
     
     
         Edit"
 ,3372,MAHIARPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127582,1719709282,PRIVATE,Yes,SHATHIBARI,MAHIARPUR,,Yes,"View
     
     
         Edit"
 ,3373,PAGLARHAT MONJUSREE HIGH SCHOOL,Rangpur,Mitha Pukur,127583,1714605675,PRIVATE,Yes,FAKIRHAT,JALADPUR,,Yes,"View
     
     
         Edit"
 ,3374,RAMNATHERPARA HIGH SCHOOL,Rangpur,Mitha Pukur,127584,1722304217,PRIVATE,Yes,NANKAR,RAMNATHER PARA,,Yes,"View
     
     
         Edit"
 ,3375,DHAP BAGASHORY JUNIOR SCHOOL,Rangpur,Mitha Pukur,127585,1734163720,PRIVATE,No,SHALTI GOPALPUR,DHAP UDARPUR,,Yes,"View
     
     
         Edit"
 ,3376,AKHIRAHAT COLLEGIAT HIGH SCHOOL,Rangpur,Mitha Pukur,127586,1719038597,PRIVATE,Yes,LALPUKUR,BARAGHARIA MADARPUR,,Yes,"View
     
     
         Edit"
 ,3377,BETGARA HIGH SCHOOL,Rangpur,Mitha Pukur,127587,1713712594,PRIVATE,Yes,BEGUM ROKEYA SMRITY,BETGARA,,Yes,"View
     
     
         Edit"
 ,3378,SHITAL GARI HIGH SCHOOL,Rangpur,Mitha Pukur,127588,1714692499,PRIVATE,Yes,SHATHIBARI,SHITAL GARI,,Yes,"View
     
     
         Edit"
 ,3379,RASUL PUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127589,1726751640,PRIVATE,Yes,NANKAR,RASUL PUR,,Yes,"View
     
     
         Edit"
 ,3380,MURADPUR HIGH SCHOOL,Rangpur,Mitha Pukur,127590,1724510285,PRIVATE,Yes,DEULPARA,MURADPUR,,Yes,"View
     
     
         Edit"
 ,3381,SHERUDANGA ADARSHA JR.GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127591,1713736423,PRIVATE,No,SERUDANGA,SHERUDANGA,,Yes,"View
     
     
         Edit"
 ,3382,TALIMGONJ JUNIOR HIGH SCHOOL,Rangpur,Mitha Pukur,127592,1710869653,PRIVATE,Yes,SHUKURERHAT,MAMUDER PARA,,Yes,"View
     
     
         Edit"
 ,3383,RAHAMOTPUR JUNIOR GIRLS SCHOOL,Rangpur,Mitha Pukur,127593,1713746930,PRIVATE,Yes,EMADPUR,RAHAMOTPUR,,Yes,"View
     
     
         Edit"
 ,3384,OVIRAMPUR JUNIOR HIGH SCHOOL,Rangpur,Mitha Pukur,127594,1714605925,PRIVATE,No,BOLDIPUKUR,OVIRAMPUR,,Yes,"View
     
     
         Edit"
 ,3385,FORMUDER PARA JUNIOR SCHOOL,Rangpur,Mitha Pukur,127595,1721215153,PRIVATE,No,FAKIRHAT,FORMUDER PARA,,Yes,"View
     
     
         Edit"
 ,3386,KHORDASHAN TIPUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127597,1710265657,PRIVATE,No,MITHAPUKUR,KHORDASHANTIPUR,,Yes,"View
     
     
         Edit"
 ,3387,DURGAMOTI JUNIOR GIRLS SCHOOL,Rangpur,Mitha Pukur,127599,1736674821,PRIVATE,No,SHALTI GOPALPUR,DURGAMOTI,,Yes,"View
     
     
         Edit"
 ,3388,POLIRAMASHORPUR JUNIOR GIRLS SCHOOL,Rangpur,Mitha Pukur,127600,1714626775,PRIVATE,No,GOPALPUR,POLIRAMASHORPUR,,Yes,"View
     
     
         Edit"
 ,3389,BANDER PARA JUNIOR SCHOOL,Rangpur,Mitha Pukur,127601,1732431829,PRIVATE,No,SHALTI GOPALPUR,GOPALPUR,,Yes,"View
     
     
         Edit"
 ,3390,MATHERPUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127602,1714942909,PRIVATE,No,RANIPUKUR,MATHERPUR,,Yes,"View
     
     
         Edit"
 ,3391,BALUA JUNIOR GIRLS HIGH SCHOOL,Rangpur,Mitha Pukur,127603,1732300537,PRIVATE,No,BALUA,HAMIDPUR. BALUA-SHOTHIBARI,,Yes,"View
     
     
         Edit"
 ,3392,BURAIL ADORSHA HIGH SCHOOL,Rangpur,Mitha Pukur,127604,1716497906,PRIVATE,Yes,HULASHUGONJ,KASHENATPUR,,Yes,"View
     
     
         Edit"
 ,3393,KASHIMPUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127605,1724034284,PRIVATE,No,KASHIMPUR,KASHIMPUR,,Yes,"View
     
     
         Edit"
 ,3394,ARIPPUR JUNIOR SCHOOL,Rangpur,Mitha Pukur,127606,1309127606,PRIVATE,No,SERUDANGA,ARIPPUR,,Yes,"View
     
     
         Edit"
 ,3395,SAIFUR'S ENGLISH SCHOOL,Rangpur,Mitha Pukur,131005,1710603991,PRIVATE,No,SHUKURER HAT,TILOKPARA,,Yes,"View
     
     
         Edit"
 ,3396,BALAR HAT MODEL JUNIOR SCHOOL,Rangpur,Mitha Pukur,131020,1721031355,PRIVATE,No,BALARHAT,BUZRUK JHALAI,,Yes,"View
     
     
         Edit"
 ,3397,SAINT MARYS ADIBASI JUNIOR HIGH SCHOOL,Rangpur,Mitha Pukur,138830,1711440420,PRIVATE,No,BALDIPUKUR,BALDIPUKUR,,Yes,"View
     
     
         Edit"
 ,3398,KALIGONJ HIGH SCHOOL,Rangpur,Pirgacha,127164,1309127164,PRIVATE,Yes,ITAKUMARI,KALIGONJ,,Yes,"View
     
     
         Edit"
 ,3399,NAGORJITPUR HIGH SCHOOL,Rangpur,Pirgacha,127679,1309127679,PRIVATE,Yes,MADRASHA SYEDPUR,NAGORJITPUR,,Yes,"View
     
     
         Edit"
 ,3400,SARA MEMORIAL HIGH SCHOOL,Rangpur,Pirgacha,127680,1713993568,PRIVATE,Yes,Pirgacha,PASCHIM DEBU,,Yes,"View
     
     
         Edit"
 ,3401,GIAN GONJ HIGH SCHOOL,Rangpur,Pirgacha,127681,1718836958,PRIVATE,Yes,GAINGONJ BAZAR,JIGABARI,,Yes,"View
     
     
         Edit"
 ,3402,CHANDIPUR MODEL HIGH SCHOOL,Rangpur,Pirgacha,127682,1718971348,PRIVATE,Yes,Pirgacha,CHANDIPUR,,Yes,"View
     
     
         Edit"
 ,3403,SATDARGA BL HIGH SCHOOL,Rangpur,Pirgacha,127683,1728461637,PRIVATE,Yes,SATDARGA BAZAR,PROTAP JOYSEN,,Yes,"View
     
     
         Edit"
 ,3404,ITA KUMARI BILATAREL HIGH SCHOOL,Rangpur,Pirgacha,127684,1309127684,PRIVATE,Yes,ITA KUMARI,SRIKANTO,,Yes,"View
     
     
         Edit"
 ,3405,Pirgacha J.N MODEL GOVT. HIGH SCHOOL,Rangpur,Pirgacha,127685,1309127685,PUBLIC,Yes,Pirgacha,GUA BARI,,Yes,"View
     
     
         Edit"
 ,3406,ANNADANAGAR  ML HIGH SCHOOL,Rangpur,Pirgacha,127686,1724222207,PRIVATE,Yes,ANNADANAGAR,JADULOSKAR,,Yes,"View
     
     
         Edit"
 ,3407,KASHIA BARI  HIGH SCHOOL,Rangpur,Pirgacha,127687,1719422048,PRIVATE,Yes,PAOTANA HAT,ADAM,,Yes,"View
     
     
         Edit"
 ,3408,TAMBULPUR DEMUKHI HIGH SCHOOL,Rangpur,Pirgacha,127689,1726825900,PRIVATE,Yes,TAMBUL PUR,TAMBUL PUR,,Yes,"View
     
     
         Edit"
 ,3409,CHOWDHURANI HIGH SCHOOL,Rangpur,Pirgacha,127690,1718755904,PRIVATE,Yes,CHOWDHURANI,CHOUDHURANI,,Yes,"View
     
     
         Edit"
 ,3410,Pirgacha GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127691,1734515627,PRIVATE,Yes,Pirgacha,GUABARI,,Yes,"View
     
     
         Edit"
 ,3411,SYEDPUR KERAMOTIA BL HIGH SCHOOL,Rangpur,Pirgacha,127692,1730911509,PRIVATE,Yes,MADRASHA SYEDPUR,SYEDPUR,,Yes,"View
     
     
         Edit"
 ,3412,BEHARI HIGH SCHOOL,Rangpur,Pirgacha,127693,1745636083,PRIVATE,Yes,MAHIGANJ,BEHARI,,Yes,"View
     
     
         Edit"
 ,3413,KALYANI HIGH SCHOOL,Rangpur,Pirgacha,127694,1713792560,PRIVATE,Yes,MAHIGANJ,TALUK PASUA,,Yes,"View
     
     
         Edit"
 ,3414,NEKMAMUD BL HIGH SCHOOL,Rangpur,Pirgacha,127695,1710488118,PRIVATE,Yes,TAMBUL PUR,PURBODEBU,,Yes,"View
     
     
         Edit"
 ,3415,SHARIF SUNDAR BL HIGH SCHOOL,Rangpur,Pirgacha,127696,1309127696,PRIVATE,Yes,SUNDAR,SUNDAR,,Yes,"View
     
     
         Edit"
 ,3416,SHIBDEB CHAR DEMUKHI SCHOOL,Rangpur,Pirgacha,127697,1714524571,PRIVATE,Yes,PAOTANAHAT,CHAWLA,,Yes,"View
     
     
         Edit"
 ,3417,KAIKURI HIGH SCHOOL,Rangpur,Pirgacha,127698,1724085625,PRIVATE,Yes,MOTINPUR,KAIKURI,,Yes,"View
     
     
         Edit"
 ,3418,KUTI PARA ALIMON NESSA HIGH SCHOOL,Rangpur,Pirgacha,127699,1710489812,PRIVATE,Yes,TALUK ISAD,KUTI PARA,,Yes,"View
     
     
         Edit"
 ,3419,ANNADANAGAR DEMUKHI GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127700,1731241314,PRIVATE,Yes,ANNADA NAGAR,ANNADA NAGAR,,Yes,"View
     
     
         Edit"
 ,3420,GOBRAPARA HIGH SCHOOL,Rangpur,Pirgacha,127701,1309127701,PRIVATE,Yes,SHAT DARGA BAZAR,GOBRA PARA,,Yes,"View
     
     
         Edit"
 ,3421,BARADARGAH HIGH SCHOOL,Rangpur,Pirgacha,127703,1925608432,PRIVATE,Yes,BARADARGAH HAT,FAKIRA,,Yes,"View
     
     
         Edit"
 ,3422,MAMITAN NESSA GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127704,1309127704,PRIVATE,Yes,ITAKUMARI,HASNA,,Yes,"View
     
     
         Edit"
 ,3423,PAOTANAHAT GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127705,1710919121,PRIVATE,Yes,PAOTANAHAT,ADAM,,Yes,"View
     
     
         Edit"
 ,3424,PATHAK SHIKOR GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127706,1714605447,PRIVATE,Yes,KANDIR HAT,PATHAK SHIKOR,,Yes,"View
     
     
         Edit"
 ,3425,RAFIQUL ISLAM GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127707,1712912482,PRIVATE,Yes,DEUTI,DEUTI,,Yes,"View
     
     
         Edit"
 ,3426,BRAHMNI KUNDA HIGH SCHOOL,Rangpur,Pirgacha,127708,1719462903,PRIVATE,Yes,BRAHMNI KUNDA,KKOANNABU,,Yes,"View
     
     
         Edit"
 ,3427,SATDARGA GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127709,1714763586,PRIVATE,Yes,SATDARGA BAZAR,PROTAP JOYSEN,,Yes,"View
     
     
         Edit"
 ,3428,DAMUR CHAKLA HIGH SCHOOL,Rangpur,Pirgacha,127711,1309127711,PRIVATE,Yes,SUNDAR,HASNA,,Yes,"View
     
     
         Edit"
 ,3429,NATABARI HIGH SCHOOL,Rangpur,Pirgacha,127712,1711414189,PRIVATE,Yes,KANDIRHAT,NATABARI,,Yes,"View
     
     
         Edit"
 ,3430,MONGOLAKUTI GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127713,1737794576,PRIVATE,Yes,MONGOLAKUTI,MONGOLAKUTI,,Yes,"View
     
     
         Edit"
 ,3431,SUBID GIRLS HIGH SCHOOL,Rangpur,Pirgacha,127714,1722612153,PRIVATE,Yes,CHOWDHURANI,SUBID,,Yes,"View
     
     
         Edit"
 ,3432,TEANIMONIRAM HIGH SCHOOL,Rangpur,Pirgacha,127715,1710056387,PRIVATE,Yes,KANDIRHAT,TEANIMONIRAM,,Yes,"View
     
     
         Edit"
 ,3433,MAKARAM PUR HIGH SCHOOL,Rangpur,Pirgacha,127716,1765054272,PRIVATE,Yes,CHOWDHURANI,MAKRAMPUR,,Yes,"View
     
     
         Edit"
